Dictionary,Outcome,Aggregation,Recession_Definition,Model_Code,Model,N_Quarters,R_squared,Durbin_Watson,Variable,Coefficient,HAC_SE,HAC_p_value,CI_low,CI_high
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.736474,0.690191,const,0.801586,0.043551,0.0,0.715833,0.887338
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.736474,0.690191,Recession,0.023745,0.067762,0.726308,-0.10968,0.157169
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.736474,0.690191,Time_Trend,0.004178,0.000421,0.0,0.00335,0.005006
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.736474,0.690191,Post1973,-0.154665,0.082815,0.06293,-0.31773,0.0084
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.736474,0.690191,Recession_x_Post1973,-0.040406,0.076526,0.597939,-0.191087,0.110275
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,const,0.822086,0.022777,0.0,0.777233,0.866939
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Recession,0.024409,0.018638,0.191505,-0.012295,0.061112
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Decade_1950s,0.242275,0.026509,0.0,0.190073,0.294477
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Decade_1960s,0.199378,0.040655,2e-06,0.119318,0.279438
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Decade_1970s,0.079161,0.025212,0.001888,0.029512,0.12881
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Decade_1980s,0.365643,0.053046,0.0,0.261183,0.470102
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Decade_1990s,0.534879,0.039256,0.0,0.457574,0.612183
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Decade_2000s,0.755529,0.044915,0.0,0.667081,0.843977
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Decade_2010s,0.816822,0.04264,0.0,0.732853,0.900791
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Post1973,0.091367,0.028429,0.001477,0.035384,0.14735
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.842872,1.189561,Recession_x_Post1973,-0.069942,0.044015,0.113281,-0.156618,0.016734
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),A,A. Recession only,268,0.025401,0.950528,const,0.466524,0.007197,0.0,0.452354,0.480694
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),A,A. Recession only,268,0.025401,0.950528,Recession,0.033399,0.021361,0.119109,-0.008659,0.075458
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),B,B. + linear time trend,268,0.026819,0.952714,const,0.461047,0.02045,0.0,0.420781,0.501313
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),B,B. + linear time trend,268,0.026819,0.952714,Recession,0.034525,0.020743,0.097217,-0.006318,0.075367
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),B,B. + linear time trend,268,0.026819,0.952714,Time_Trend,4e-05,0.000131,0.763559,-0.000219,0.000298
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,const,0.656904,0.012279,0.0,0.632726,0.681083
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,Recession,0.020305,0.011314,0.073857,-0.001973,0.042583
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,Decade_1950s,-0.160134,0.016716,0.0,-0.19305,-0.127218
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,Decade_1960s,-0.227488,0.014376,0.0,-0.255795,-0.19918
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,Decade_1970s,-0.220632,0.017603,0.0,-0.255296,-0.185968
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,Decade_1980s,-0.23379,0.014697,0.0,-0.262731,-0.204849
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,Decade_1990s,-0.193242,0.014359,0.0,-0.221517,-0.164966
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,Decade_2000s,-0.158727,0.023476,0.0,-0.204955,-0.112499
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.369121,1.507748,Decade_2010s,-0.131642,0.021554,0.0,-0.174085,-0.089199
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.068661,0.9969,const,0.452537,0.019987,0.0,0.413182,0.491892
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.068661,0.9969,Recession,0.054738,0.041146,0.184552,-0.026278,0.135755
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.068661,0.9969,Time_Trend,0.000347,0.000202,0.086227,-5e-05,0.000744
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.068661,0.9969,Post1973,-0.053268,0.026786,0.047778,-0.106011,-0.000525
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.068661,0.9969,Recession_x_Post1973,-0.027784,0.045785,0.544488,-0.117935,0.062368
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,const,0.667949,0.016586,0.0,0.635288,0.70061
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Recession,0.002634,0.01516,0.862228,-0.027221,0.032488
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Decade_1950s,-0.167645,0.017548,0.0,-0.202202,-0.133088
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Decade_1960s,-0.236765,0.018741,0.0,-0.27367,-0.19986
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Decade_1970s,-0.212648,0.026413,0.0,-0.264662,-0.160634
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Decade_1980s,-0.220294,0.032025,0.0,-0.283359,-0.157229
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Decade_1990s,-0.178079,0.031415,0.0,-0.239942,-0.116216
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Decade_2000s,-0.145231,0.035911,6.9e-05,-0.215947,-0.074514
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Decade_2010s,-0.115646,0.035085,0.001118,-0.184737,-0.046554
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Post1973,-0.027041,0.025773,0.295077,-0.077795,0.023713
Loughran-McDonald,Neg,Average of ratios,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.374984,1.52105,Recession_x_Post1973,0.028782,0.022201,0.195983,-0.014936,0.072501
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),A,A. Recession only,268,0.002464,0.192182,const,1.23418,0.032384,0.0,1.170418,1.297942
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),A,A. Recession only,268,0.002464,0.192182,Recession,-0.033396,0.072613,0.645948,-0.176365,0.109572
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),B,B. + linear time trend,268,0.670468,0.58427,const,0.880611,0.036514,0.0,0.808716,0.952507
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),B,B. + linear time trend,268,0.670468,0.58427,Recession,0.013682,0.037016,0.711954,-0.059201,0.086566
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),B,B. + linear time trend,268,0.670468,0.58427,Time_Trend,0.002593,0.000209,0.0,0.002181,0.003005
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,const,0.82478,0.027046,0.0,0.771521,0.878038
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,Recession,0.005284,0.028895,0.855033,-0.051614,0.062182
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,Decade_1950s,0.25072,0.034641,0.0,0.182505,0.318934
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,Decade_1960s,0.183537,0.048401,0.000186,0.088227,0.278848
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,Decade_1970s,0.183726,0.031129,0.0,0.122429,0.245023
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,Decade_1980s,0.446499,0.042034,0.0,0.363727,0.529271
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,Decade_1990s,0.614747,0.031607,0.0,0.552507,0.676986
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,Decade_2000s,0.695776,0.042943,0.0,0.611215,0.780338
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.787789,0.944535,Decade_2010s,0.654721,0.055457,0.0,0.545516,0.763926
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.670921,0.584053,const,0.880506,0.036706,0.0,0.80823,0.952781
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.670921,0.584053,Recession,0.005955,0.064194,0.926161,-0.120445,0.132355
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.670921,0.584053,Time_Trend,0.002686,0.000414,0.0,0.001871,0.003502
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.670921,0.584053,Post1973,-0.019886,0.072437,0.783898,-0.162516,0.122745
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.670921,0.584053,Recession_x_Post1973,0.014567,0.076697,0.849508,-0.136451,0.165586
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,const,0.818378,0.025724,0.0,0.767721,0.869035
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Recession,0.022355,0.029834,0.454358,-0.036395,0.081105
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Decade_1950s,0.254561,0.032588,0.0,0.190387,0.318734
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Decade_1960s,0.188231,0.046347,6.5e-05,0.096964,0.279499
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Decade_1970s,0.126597,0.035524,0.000436,0.056642,0.196553
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Decade_1980s,0.364707,0.051817,0.0,0.262668,0.466747
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Decade_1990s,0.532223,0.043539,0.0,0.446485,0.61796
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Decade_2000s,0.614131,0.051493,0.0,0.512729,0.715532
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Decade_2010s,0.571758,0.06305,0.0,0.447597,0.695919
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Post1973,0.089365,0.034154,0.00941,0.022107,0.156622
Loughran-McDonald,Pos,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.791651,0.964281,Recession_x_Post1973,-0.022926,0.050676,0.651351,-0.122719,0.076866
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),A,A. Recession only,268,0.006276,0.599329,const,0.587789,0.014318,0.0,0.559598,0.61598
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),A,A. Recession only,268,0.006276,0.599329,Recession,0.026731,0.034065,0.433313,-0.040339,0.093802
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),B,B. + linear time trend,268,0.209091,0.758629,const,0.490077,0.023787,0.0,0.443242,0.536913
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),B,B. + linear time trend,268,0.209091,0.758629,Recession,0.039742,0.027944,0.156146,-0.015279,0.094763
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),B,B. + linear time trend,268,0.209091,0.758629,Time_Trend,0.000717,0.00018,8.9e-05,0.000362,0.001071
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,const,0.572647,0.030482,0.0,0.512623,0.632671
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,Recession,0.033936,0.022798,0.137823,-0.010957,0.078829
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,Decade_1950s,0.009246,0.029632,0.755278,-0.049105,0.067597
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,Decade_1960s,-0.076734,0.03307,0.021097,-0.141854,-0.011615
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,Decade_1970s,-0.016107,0.035599,0.651325,-0.086208,0.053994
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,Decade_1980s,-0.041389,0.030962,0.182463,-0.102358,0.019579
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,Decade_1990s,-0.010336,0.031067,0.739627,-0.071513,0.05084
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,Decade_2000s,0.121325,0.052536,0.021712,0.017872,0.224777
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.449573,1.143577,Decade_2010s,0.215765,0.044491,2e-06,0.128156,0.303375
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.246853,0.803282,const,0.486523,0.024235,0.0,0.438805,0.534242
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.246853,0.803282,Recession,0.020495,0.036787,0.577913,-0.051939,0.09293
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.246853,0.803282,Time_Trend,0.001178,0.000301,0.000116,0.000586,0.001771
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.246853,0.803282,Post1973,-0.093899,0.042104,0.026581,-0.176803,-0.010995
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.246853,0.803282,Recession_x_Post1973,0.040504,0.051807,0.435019,-0.061505,0.142512
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,const,0.585589,0.036416,0.0,0.513877,0.657302
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Recession,-0.000577,0.023943,0.980779,-0.047727,0.046572
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Decade_1950s,0.00148,0.035091,0.966384,-0.067623,0.070584
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Decade_1960s,-0.086226,0.039267,0.028995,-0.163552,-0.008899
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Decade_1970s,-0.027093,0.047506,0.568971,-0.120643,0.066458
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Decade_1980s,-0.056969,0.053221,0.28543,-0.161774,0.047836
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Decade_1990s,-0.022987,0.052994,0.664825,-0.127345,0.081371
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Decade_2000s,0.105158,0.067139,0.118515,-0.027055,0.237372
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Decade_2010s,0.204872,0.061642,0.001018,0.083485,0.326259
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Post1973,-0.002049,0.039544,0.958707,-0.079922,0.075823
Loughran-McDonald,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.456631,1.1661,Recession_x_Post1973,0.057949,0.040224,0.150895,-0.021261,0.137159
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),A,A. Recession only,268,0.009098,0.196949,const,1.239842,0.032729,0.0,1.175402,1.304282
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),A,A. Recession only,268,0.009098,0.196949,Recession,-0.060837,0.0684,0.374575,-0.19551,0.073837
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.670471,0.583372,const,0.879916,0.037652,0.0,0.805781,0.95405
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.670471,0.583372,Recession,0.013109,0.035329,0.710889,-0.056452,0.08267
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.670471,0.583372,Time_Trend,0.002597,0.000213,0.0,0.002178,0.003016
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,const,0.822446,0.029727,0.0,0.763907,0.880984
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,Recession,0.006905,0.028171,0.80655,-0.048568,0.062378
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,Decade_1950s,0.252466,0.034794,0.0,0.18395,0.320981
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,Decade_1960s,0.185709,0.049417,0.000212,0.088399,0.28302
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,Decade_1970s,0.185523,0.032194,0.0,0.122128,0.248918
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,Decade_1980s,0.448337,0.044243,0.0,0.361214,0.535459
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,Decade_1990s,0.616959,0.033465,0.0,0.551061,0.682858
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,Decade_2000s,0.697746,0.0452,0.0,0.60874,0.786751
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.787838,0.944016,Decade_2010s,0.657055,0.056784,0.0,0.545238,0.768873
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.671052,0.584125,const,0.876178,0.03885,0.0,0.799682,0.952673
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.671052,0.584125,Recession,0.025381,0.057186,0.657531,-0.087221,0.137983
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.671052,0.584125,Time_Trend,0.002686,0.000424,0.0,0.001852,0.003521
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.671052,0.584125,Post1973,-0.01354,0.073275,0.853541,-0.15782,0.13074
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.671052,0.584125,Recession_x_Post1973,-0.019169,0.070367,0.785512,-0.157723,0.119384
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,const,0.801315,0.023966,0.0,0.75412,0.84851
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Recession,0.040715,0.027077,0.133898,-0.012607,0.094036
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Decade_1950s,0.266834,0.027601,0.0,0.212481,0.321188
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Decade_1960s,0.203459,0.043291,4e-06,0.118209,0.288709
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Decade_1970s,0.137541,0.037387,0.000285,0.063917,0.211164
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Decade_1980s,0.375769,0.052625,0.0,0.272139,0.4794
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Decade_1990s,0.54153,0.045386,0.0,0.452155,0.630905
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Decade_2000s,0.625178,0.053829,0.0,0.519177,0.73118
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Decade_2010s,0.580195,0.064491,0.0,0.453196,0.707194
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Post1973,0.097991,0.037392,0.0093,0.024356,0.171625
Loughran-McDonald,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.79294,0.959943,Recession_x_Post1973,-0.052887,0.048816,0.279654,-0.149018,0.043244
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),A,A. Recession only,268,0.00582,0.596155,const,0.587607,0.014659,0.0,0.558745,0.616469
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),A,A. Recession only,268,0.00582,0.596155,Recession,0.024405,0.030788,0.428664,-0.036214,0.085025
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.214937,0.762089,const,0.4861,0.023879,0.0,0.439083,0.533116
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.214937,0.762089,Recession,0.04526,0.02674,0.091712,-0.007391,0.09791
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.214937,0.762089,Time_Trend,0.000732,0.00018,6.3e-05,0.000378,0.001087
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,const,0.563499,0.02971,0.0,0.504995,0.622003
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,Recession,0.034999,0.02135,0.102363,-0.007042,0.07704
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,Decade_1950s,0.016485,0.028116,0.558184,-0.038881,0.07185
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,Decade_1960s,-0.067693,0.032104,0.035946,-0.130911,-0.004474
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,Decade_1970s,-0.008073,0.034658,0.816004,-0.07632,0.060175
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,Decade_1980s,-0.033329,0.029583,0.260949,-0.091582,0.024925
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,Decade_1990s,-0.001268,0.03018,0.966528,-0.060698,0.058162
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,Decade_2000s,0.130234,0.052187,0.0132,0.027469,0.232998
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.450914,1.141123,Decade_2010s,0.224913,0.043846,1e-06,0.138572,0.311254
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.251679,0.804912,const,0.479161,0.024714,0.0,0.430498,0.527824
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.251679,0.804912,Recession,0.045171,0.037433,0.228631,-0.028536,0.118878
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.251679,0.804912,Time_Trend,0.001206,0.000304,9.4e-05,0.000607,0.001804
